msg,label
"Well, it looks like the folks in soc.religion.islam have loosened up
a bit and are discussing this topic as well as the banking/interest
topic.  A few books on the subject have also been mentioned in addition
to the one you mentioned.  These may be hard to find, but I think I may
take a stab at it out of curiosity.  I know the one film I saw on this
subject was pretty weak and the only two quotes I have seen which were
used to show science in the Koran (which I posted here) were also pretty 
vague.  I suspect that these books will extrapolate an awful lot on the
quotes they have.

At least one poster on the Islam channel seems to have some misgivings
about the practice of using the Koran to decide what is good science.

I wonder if Islam has ever come up with the equivalent of the Christians
""Creation Science"" on any topic.  It would be interesting to find a history
of scientific interpretations of the Koran, to see if anyone used the Koran
to support earlier science which has since been discarded.  It is all too
easy to look at science as it exists today and then ""interpret"" passages
to match those findings.  People do similar things with the sayings of
Nostradamus all the time.",sci.electronics
"

    Performa 405 = LCII 4/80 with Monitor, modem and software.
    Performa 430 = LCII 4/120 w/ Monitor, modem and software.


    Performa 450 = LCIII with Monitor, modem and software.
    Do we detect a trend here people...


    The Performas are made to be low-cost, widely distributed (sold at
Sears) home machines, not business machines. They were developed to
compete with the retail outlet home computer market.


    Sears is probably going to have the best price around, most of the
time, based on the number they can purchase and stuff like that.


    Not really. The newer Peformas (405, 430, 450) come with what is
really a third party monitor that Apple has put their name on and
called it the Performa Plus display. Essentially it is a VGA monitor,
quite cheap.",comp.sys.mac.hardware
"
	Think video.  Brooktree sells a whole line of DACs that can
	be used, normally for graphics applications, in either 50 or
	75 ohm systems.  For example, the BT468 can be had in speeds
	up to about 200 mHz, BT492 to 360 mHz, and 400 mHz with the
	BT109.  
",alt.atheism
"







Yes, the IIci has 32-bit clean ROMs.",comp.sys.mac.hardware
,talk.politics.misc
"Hi!
A while back, there was a thread in this group about the use of the IWII
in Europe (in countries with 50 Hz AC current).  The consensus at the time
was that the IWII would not work there.  As I will be moving there this summer,
I called Apple to make sure and they told me (today) that the IWII (as bought
in the U.S.) will definitely run on 50 Hz AC current (as long as a step-down
converter is employed if 240 V current is used).  The same info, turns out, can
be found in the IWII manual (p. 127 in the 1989 version), but I didn't really
trust that.  Does anyone have any direct experience to the contrary?  Just 
wondering.",comp.sys.mac.hardware
"
  Do I smell .sig material here?


/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.",sci.electronics
"

The tribe will be in town from April 16 to the 19th.
There are ALWAYS tickets available! (Though they are playing Toronto,
and many Toronto fans make the trip to Cleveland as it is easier to
get tickets in Cleveland than in Toronto.  Either way, I seriously
doubt they will sell out until the end of the season.)
",talk.politics.misc
"Anyone seen any press releases or heard any rumors of a cache card
for the LCIII, now that it has the full data bus width on the PDS slot?",comp.sys.mac.hardware
"In case you missed it on the news....the first 16 Haitians
of many that tested positive for HIV and were being held on a
base in Cuba have been flown to the U.S.
     Further a U.S. judge has ruled that they must receive
medical treatment or be returned to a place where they could
receive same.

      So guess what folks, we taxpayers get to pick up the tab 
(just as you might have expected) for people who have never
contributed a dime to the U.S. society.",rec.sport.baseball
"So what's the story here... we're all stuck with the regular
green, red, and off yellow-orange LED's!?  What gives!!??
        Anybody have a 'scoop' on FAIRLY LOW PRICED >BLUE< LED's???

                        ... just out of curiosity, of course ...
 
 
  _________________________________________________
  Inspiration  |   ___                             |
  comes to     |  \   o  baden@sys6626.bison.mb.ca |
  those who    | (  ^  ) baden@inqmind.bison.mb.ca |
  seek the     |   /-\      =] Baden de Bari [=    |
  unknown.     |                                   |
  ------------------------------------------------- 
 ",alt.atheism
"We've just been donated a large machine for use in our
robotics lab. This device is complete with a 286 based
controller, running the Intel RMX operating system.

Unfortunately, we don't have any documentation on RMX.

Can anybody out there in netland help?

Please reply via email; I don't regularly catch up with
the news.

Thanks,

David Bull",alt.atheism
"
I keep my 13"" apple trinitron and IIsi on for months at a time...doesn't
seem to cause any problems.



+--------------------------------------------------------------------------+

 /~~~~~~~\
\_____    |
      |   | TTTTTT EEEEE VV     VV EEEEE     |
      |   |   TT   EE     VV   VV  EE        |
 /---/    |   TT   EEEE    VV VV   EEEE      | Steve Liu                    |",comp.sys.mac.hardware
